customer_id,signup_date,plan,marketing_channel,country,churn_date
5951,2023-11-04,Basic,SEO,USA,2024-08-24
5952,2023-11-04,Basic,Facebook Ads,Brazil,2024-01-06
5953,2023-11-04,Basic,Google Ads,Brazil,2024-01-20
5954,2023-11-04,Pro,SEO,Other,2024-03-16
5955,2023-11-04,Basic,SEO,Japan,2024-09-21
5956,2023-11-04,Pro,Google Ads,Canada,2024-01-27
5957,2023-11-04,Pro,Google Ads,Brazil,2023-12-16
5958,2023-11-04,Basic,Google Ads,UK,
5959,2023-11-04,Pro,SEO,Brazil,2023-11-11
5960,2023-11-04,Basic,SEO,Brazil,
5961,2023-11-04,Pro,Google Ads,India,2025-05-17
5962,2023-11-04,Pro,Facebook Ads,UK,2024-03-09
5963,2023-11-04,Basic,Google Ads,Germany,2023-12-23
5964,2023-11-04,Basic,LinkedIn,UK,2023-12-30
5965,2023-11-04,Pro,LinkedIn,UK,
5966,2023-11-04,Basic,SEO,USA,2024-11-09
5967,2023-11-04,Pro,Google Ads,Brazil,2025-05-10
5968,2023-11-04,Basic,SEO,France,2025-12-27
5969,2023-11-11,Basic,LinkedIn,UK,2024-02-17
5970,2023-11-11,Basic,SEO,Germany,
5971,2023-11-11,Pro,LinkedIn,Canada,2024-02-03
5972,2023-11-11,Pro,SEO,Other,2023-12-02
5973,2023-11-11,Enterprise,LinkedIn,Canada,
5974,2023-11-11,Basic,SEO,India,2024-05-11
5975,2023-11-11,Pro,LinkedIn,Germany,
5976,2023-11-11,Pro,Google Ads,France,2024-11-23
5977,2023-11-11,Basic,Facebook Ads,USA,2023-12-09
5978,2023-11-11,Pro,SEO,Brazil,
5979,2023-11-11,Pro,Google Ads,Australia,2024-02-24
5980,2023-11-11,Basic,LinkedIn,France,2024-04-06
5981,2023-11-11,Basic,Google Ads,France,2024-05-11
5982,2023-11-11,Pro,Facebook Ads,Germany,2023-11-25
5983,2023-11-11,Pro,Facebook Ads,UK,2024-07-13
5984,2023-11-11,Basic,Facebook Ads,Germany,2023-12-23
5985,2023-11-11,Basic,Facebook Ads,Other,2024-05-11
5986,2023-11-11,Basic,SEO,France,2024-04-13
5987,2023-11-11,Basic,SEO,France,
5988,2023-11-11,Basic,Google Ads,Australia,
5989,2023-11-11,Basic,LinkedIn,UK,2024-01-06
5990,2023-11-11,Pro,Google Ads,UK,2024-04-20
5991,2023-11-11,Basic,LinkedIn,India,2024-04-27
5992,2023-11-11,Basic,LinkedIn,Japan,2024-01-06
5993,2023-11-11,Pro,Google Ads,UK,2025-06-14
5994,2023-11-11,Basic,LinkedIn,Australia,2025-01-25
5995,2023-11-11,Enterprise,SEO,Japan,2024-01-20
5996,2023-11-11,Enterprise,LinkedIn,France,2024-04-20
5997,2023-11-11,Enterprise,SEO,Brazil,2023-12-16
5998,2023-11-11,Enterprise,SEO,Germany,2024-11-02
5999,2023-11-11,Pro,Facebook Ads,France,2023-12-23
6000,2023-11-11,Basic,Facebook Ads,Germany,2025-12-27
6001,2023-11-11,Basic,LinkedIn,Australia,
6002,2023-11-11,Enterprise,SEO,Canada,2024-05-04
6003,2023-11-11,Basic,SEO,Japan,2024-09-14
6004,2023-11-11,Basic,Google Ads,USA,
6005,2023-11-11,Basic,Google Ads,Other,2024-08-24
6006,2023-11-11,Basic,LinkedIn,France,2024-01-13
6007,2023-11-11,Basic,LinkedIn,UK,2024-04-27
6008,2023-11-11,Basic,SEO,Germany,
6009,2023-11-11,Pro,LinkedIn,UK,2024-11-16
6010,2023-11-11,Basic,LinkedIn,France,2024-11-23
6011,2023-11-11,Basic,Google Ads,France,
6012,2023-11-11,Basic,Google Ads,Germany,
6013,2023-11-18,Basic,LinkedIn,France,2024-08-24
6014,2023-11-18,Basic,Google Ads,Canada,
6015,2023-11-18,Basic,Google Ads,India,2025-04-12
6016,2023-11-18,Basic,LinkedIn,Other,2024-10-19
6017,2023-11-18,Basic,Google Ads,Australia,2024-01-20
6018,2023-11-18,Pro,Facebook Ads,India,2025-06-21
6019,2023-11-18,Basic,Google Ads,USA,2025-02-22
6020,2023-11-18,Basic,SEO,Other,2023-12-16
6021,2023-11-18,Basic,Google Ads,Germany,2024-06-29
6022,2023-11-18,Basic,LinkedIn,Canada,2024-01-20
6023,2023-11-18,Basic,Facebook Ads,Germany,2024-04-13
6024,2023-11-18,Basic,Facebook Ads,Other,2023-11-18
6025,2023-11-18,Basic,Google Ads,USA,2024-05-18
6026,2023-11-18,Basic,LinkedIn,France,2024-08-31
6027,2023-11-18,Basic,LinkedIn,India,2024-11-02
6028,2023-11-18,Basic,Google Ads,Germany,2024-12-14
6029,2023-11-18,Basic,SEO,Canada,
6030,2023-11-18,Enterprise,SEO,UK,2024-02-10
6031,2023-11-18,Basic,LinkedIn,France,2023-12-30
6032,2023-11-18,Pro,Google Ads,Germany,
6033,2023-11-18,Basic,Google Ads,India,2024-01-13
6034,2023-11-18,Enterprise,LinkedIn,France,2025-12-27
6035,2023-11-18,Basic,Facebook Ads,Other,
6036,2023-11-18,Basic,SEO,France,2024-07-27
6037,2023-11-18,Basic,LinkedIn,Brazil,
6038,2023-11-18,Basic,SEO,India,2023-12-23
6039,2023-11-18,Basic,LinkedIn,Brazil,2024-03-23
6040,2023-11-18,Pro,Facebook Ads,Australia,2024-11-16
6041,2023-11-18,Pro,SEO,Canada,2024-04-20
6042,2023-11-18,Pro,Google Ads,USA,2025-12-27
6043,2023-11-18,Pro,SEO,Germany,2023-12-09
6044,2023-11-18,Basic,LinkedIn,Japan,2024-08-31
6045,2023-11-18,Pro,Facebook Ads,Brazil,2024-10-05
6046,2023-11-18,Basic,Google Ads,USA,2024-11-30
6047,2023-11-18,Basic,Google Ads,Australia,2024-03-02
6048,2023-11-18,Basic,Facebook Ads,Japan,2024-04-27
6049,2023-11-18,Basic,LinkedIn,Germany,
6050,2023-11-18,Pro,Google Ads,Australia,2024-02-03
6051,2023-11-18,Basic,Facebook Ads,Other,
6052,2023-11-18,Basic,Google Ads,USA,2024-09-14
6053,2023-11-18,Basic,Facebook Ads,Canada,
6054,2023-11-18,Basic,LinkedIn,France,2025-02-15
6055,2023-11-18,Basic,Facebook Ads,Germany,2024-02-10
6056,2023-11-18,Basic,SEO,Other,2024-09-14
6057,2023-11-18,Pro,Google Ads,Canada,2025-11-22
6058,2023-11-18,Basic,LinkedIn,Canada,2024-06-08
6059,2023-11-18,Pro,Google Ads,Japan,2025-12-27
6060,2023-11-18,Enterprise,Google Ads,Brazil,2024-06-22
6061,2023-11-18,Basic,SEO,UK,2024-01-13
6062,2023-11-18,Basic,LinkedIn,Australia,2024-05-11
6063,2023-11-18,Pro,SEO,France,
6064,2023-11-18,Basic,LinkedIn,Brazil,2024-04-06
6065,2023-11-18,Basic,LinkedIn,UK,2025-11-22
6066,2023-11-18,Pro,Facebook Ads,Australia,
6067,2023-11-18,Basic,Facebook Ads,UK,2024-04-20
6068,2023-11-18,Enterprise,Google Ads,Other,2023-12-16
6069,2023-11-25,Basic,SEO,USA,
6070,2023-11-25,Pro,Google Ads,Canada,2024-06-22
6071,2023-11-25,Basic,LinkedIn,Germany,2024-07-20
6072,2023-11-25,Basic,LinkedIn,France,
6073,2023-11-25,Basic,LinkedIn,Other,2024-05-18
6074,2023-11-25,Basic,Facebook Ads,Brazil,2024-06-22
6075,2023-11-25,Basic,Facebook Ads,Japan,2024-05-11
6076,2023-11-25,Enterprise,Facebook Ads,USA,2024-05-04
6077,2023-11-25,Basic,SEO,Canada,2024-08-17
6078,2023-11-25,Basic,SEO,France,
6079,2023-11-25,Pro,LinkedIn,Other,2024-05-04
6080,2023-11-25,Pro,LinkedIn,India,2024-08-17
6081,2023-11-25,Basic,SEO,Australia,2024-12-28
6082,2023-11-25,Pro,LinkedIn,Canada,2024-03-16
6083,2023-11-25,Basic,SEO,UK,2024-03-16
6084,2023-11-25,Basic,SEO,UK,2025-12-27
6085,2023-11-25,Basic,Facebook Ads,India,
6086,2023-11-25,Pro,Google Ads,UK,2024-09-28
6087,2023-11-25,Pro,Facebook Ads,USA,2024-12-07
6088,2023-11-25,Pro,Facebook Ads,India,2023-12-02
6089,2023-11-25,Pro,Google Ads,Other,2024-11-09
6090,2023-11-25,Pro,SEO,Australia,2024-08-10
6091,2023-11-25,Basic,SEO,Other,2024-09-07
6092,2023-11-25,Pro,Google Ads,France,2024-05-04
6093,2023-11-25,Pro,SEO,USA,2023-12-23
6094,2023-11-25,Basic,Google Ads,UK,2024-02-10
6095,2023-11-25,Basic,Facebook Ads,India,
6096,2023-11-25,Pro,Facebook Ads,Japan,2024-06-01
6097,2023-11-25,Pro,LinkedIn,Japan,2024-07-06
6098,2023-11-25,Pro,Facebook Ads,France,2023-12-09
6099,2023-11-25,Basic,Google Ads,Germany,2023-12-02
6100,2023-11-25,Enterprise,SEO,Other,
6101,2023-11-25,Basic,Facebook Ads,Germany,2024-08-31
6102,2023-11-25,Basic,SEO,Brazil,2024-08-03
6103,2023-11-25,Basic,Google Ads,India,2024-03-02
6104,2023-11-25,Pro,LinkedIn,UK,
6105,2023-11-25,Basic,Facebook Ads,UK,2024-01-27
6106,2023-11-25,Basic,Google Ads,Germany,2024-02-03
6107,2023-11-25,Basic,Facebook Ads,USA,2024-07-06
6108,2023-11-25,Basic,LinkedIn,Brazil,2024-03-23
6109,2023-11-25,Basic,LinkedIn,India,2024-03-02
6110,2023-11-25,Basic,LinkedIn,Australia,2024-11-30
6111,2023-11-25,Basic,SEO,Australia,2024-12-07
6112,2023-11-25,Enterprise,SEO,Canada,2025-08-16
6113,2023-11-25,Pro,Google Ads,France,2024-06-08
6114,2023-11-25,Pro,SEO,Canada,2023-12-16
6115,2023-11-25,Basic,Facebook Ads,Brazil,2024-03-16
6116,2023-11-25,Basic,SEO,India,
6117,2023-11-25,Basic,Google Ads,USA,2024-10-19
6118,2023-11-25,Basic,LinkedIn,Australia,2025-02-15
6119,2023-11-25,Basic,Facebook Ads,Japan,2023-11-25
6120,2023-11-25,Basic,SEO,Other,2024-08-10
6121,2023-11-25,Basic,LinkedIn,Brazil,2023-12-02
6122,2023-12-02,Basic,SEO,Australia,
6123,2023-12-02,Basic,LinkedIn,Canada,2024-09-07
6124,2023-12-02,Pro,Facebook Ads,Brazil,2024-07-06
6125,2023-12-02,Enterprise,LinkedIn,Australia,
6126,2023-12-02,Pro,Facebook Ads,Other,2025-01-11
6127,2023-12-02,Basic,LinkedIn,Germany,2023-12-23
6128,2023-12-02,Basic,LinkedIn,Australia,2024-07-13
6129,2023-12-02,Basic,Google Ads,UK,2024-03-09
6130,2023-12-02,Pro,Facebook Ads,Other,2024-07-13
6131,2023-12-02,Pro,SEO,Germany,2024-07-06
6132,2023-12-02,Basic,Facebook Ads,Germany,2024-10-12
6133,2023-12-02,Basic,LinkedIn,Other,2024-05-04
6134,2023-12-02,Basic,Google Ads,Brazil,2024-02-03
6135,2023-12-02,Basic,SEO,USA,2024-08-10
6136,2023-12-02,Pro,Google Ads,Germany,2025-09-06
6137,2023-12-02,Basic,SEO,Japan,2024-12-28
6138,2023-12-02,Basic,Google Ads,UK,2024-04-27
6139,2023-12-02,Basic,SEO,Australia,2025-12-27
6140,2023-12-02,Pro,Facebook Ads,USA,
6141,2023-12-02,Pro,Google Ads,UK,2024-02-24
6142,2023-12-02,Basic,LinkedIn,Japan,2023-12-16
6143,2023-12-02,Enterprise,LinkedIn,USA,
6144,2023-12-02,Basic,LinkedIn,Canada,
6145,2023-12-02,Basic,Facebook Ads,Other,
6146,2023-12-02,Basic,SEO,USA,
6147,2023-12-02,Basic,SEO,USA,2024-10-26
6148,2023-12-02,Basic,LinkedIn,Canada,2024-08-31
6149,2023-12-02,Pro,Facebook Ads,Japan,2023-12-09
6150,2023-12-02,Basic,SEO,Other,2024-03-09
6151,2023-12-02,Basic,Google Ads,Germany,2024-07-13
6152,2023-12-02,Basic,SEO,Brazil,2024-11-23
6153,2023-12-02,Basic,LinkedIn,USA,2024-09-21
6154,2023-12-02,Basic,LinkedIn,Other,2025-04-05
6155,2023-12-02,Basic,Facebook Ads,USA,2024-03-30
6156,2023-12-02,Basic,Google Ads,USA,2024-09-28
6157,2023-12-02,Basic,SEO,Canada,2023-12-30
6158,2023-12-02,Basic,Facebook Ads,UK,2024-06-08
6159,2023-12-02,Basic,Facebook Ads,USA,2025-04-19
6160,2023-12-02,Basic,LinkedIn,France,
6161,2023-12-02,Pro,LinkedIn,Australia,2025-12-27
6162,2023-12-02,Pro,Facebook Ads,Japan,2024-03-23
6163,2023-12-02,Basic,SEO,France,2024-08-03
6164,2023-12-02,Basic,SEO,India,2024-04-20
6165,2023-12-02,Basic,Google Ads,Brazil,2024-06-29
6166,2023-12-02,Basic,Google Ads,USA,2025-11-08
6167,2023-12-02,Basic,Google Ads,UK,
6168,2023-12-02,Basic,Google Ads,USA,
6169,2023-12-02,Basic,Facebook Ads,USA,2024-02-17
6170,2023-12-02,Enterprise,Facebook Ads,France,
6171,2023-12-02,Basic,SEO,France,2023-12-23
6172,2023-12-02,Basic,Google Ads,Japan,
6173,2023-12-02,Basic,Google Ads,France,2024-04-20
6174,2023-12-02,Basic,SEO,Other,2024-04-13
6175,2023-12-02,Pro,Facebook Ads,UK,2024-08-17
6176,2023-12-02,Pro,SEO,India,
6177,2023-12-09,Enterprise,Google Ads,Canada,2025-11-08
6178,2023-12-09,Basic,Facebook Ads,UK,2024-06-08
6179,2023-12-09,Basic,SEO,Japan,2024-02-24
6180,2023-12-09,Basic,SEO,Canada,2024-06-22
6181,2023-12-09,Pro,Google Ads,India,2024-06-01
6182,2023-12-09,Pro,LinkedIn,UK,
6183,2023-12-09,Pro,SEO,Germany,
6184,2023-12-09,Pro,Google Ads,Australia,2024-08-17
6185,2023-12-09,Pro,LinkedIn,UK,
6186,2023-12-09,Basic,Google Ads,Brazil,2024-07-20
6187,2023-12-09,Basic,Facebook Ads,India,2023-12-30
6188,2023-12-09,Pro,Google Ads,Australia,2024-03-23
6189,2023-12-09,Basic,SEO,USA,2024-06-29
6190,2023-12-09,Basic,LinkedIn,Brazil,2024-02-03
6191,2023-12-09,Basic,SEO,UK,
6192,2023-12-09,Pro,Facebook Ads,Japan,2025-05-17
6193,2023-12-09,Pro,SEO,Japan,2024-03-30
6194,2023-12-09,Basic,LinkedIn,Germany,2024-10-26
6195,2023-12-09,Basic,SEO,USA,
6196,2023-12-09,Basic,Facebook Ads,Germany,2025-12-27
6197,2023-12-09,Basic,SEO,Brazil,
6198,2023-12-09,Basic,Facebook Ads,India,2024-08-24
6199,2023-12-09,Pro,SEO,Brazil,
6200,2023-12-09,Pro,Facebook Ads,Germany,2024-09-28
6201,2023-12-09,Basic,Facebook Ads,Japan,2024-09-21
6202,2023-12-09,Pro,SEO,USA,2024-01-20
6203,2023-12-09,Basic,SEO,UK,2024-01-27
6204,2023-12-09,Basic,LinkedIn,Japan,2024-09-07
6205,2023-12-09,Basic,LinkedIn,Canada,2024-03-30
6206,2023-12-09,Basic,LinkedIn,USA,2023-12-16
6207,2023-12-09,Pro,LinkedIn,India,
6208,2023-12-09,Basic,SEO,Germany,2023-12-16
6209,2023-12-09,Basic,SEO,France,2024-11-02
6210,2023-12-09,Basic,SEO,France,2024-09-14
6211,2023-12-09,Enterprise,SEO,India,
6212,2023-12-09,Basic,Facebook Ads,Australia,2024-08-03
6213,2023-12-09,Basic,Facebook Ads,USA,2023-12-30
6214,2023-12-09,Basic,Google Ads,India,2024-09-21
6215,2023-12-09,Pro,LinkedIn,UK,
6216,2023-12-09,Basic,Google Ads,Canada,2025-12-27
6217,2023-12-09,Pro,LinkedIn,Other,2024-06-29
6218,2023-12-16,Basic,SEO,Germany,2024-03-02
6219,2023-12-16,Basic,SEO,UK,2024-11-23
6220,2023-12-16,Basic,LinkedIn,UK,2024-06-22
6221,2023-12-16,Pro,Facebook Ads,Other,2023-12-30
6222,2023-12-16,Basic,Facebook Ads,India,2024-05-18
6223,2023-12-16,Basic,SEO,Australia,2024-04-06
6224,2023-12-16,Basic,LinkedIn,USA,2025-02-08
6225,2023-12-16,Pro,Facebook Ads,Canada,2025-12-27
6226,2023-12-16,Basic,Google Ads,Australia,2024-04-06
6227,2023-12-16,Pro,Facebook Ads,Japan,
6228,2023-12-16,Pro,SEO,USA,2023-12-30
6229,2023-12-16,Pro,SEO,Brazil,2024-09-21
6230,2023-12-16,Basic,SEO,Japan,2024-01-06
6231,2023-12-16,Basic,Google Ads,India,2025-12-27
6232,2023-12-16,Pro,LinkedIn,Brazil,
6233,2023-12-16,Basic,LinkedIn,Canada,
6234,2023-12-16,Enterprise,LinkedIn,India,
6235,2023-12-16,Basic,Google Ads,UK,2024-12-28
6236,2023-12-16,Basic,Facebook Ads,India,
6237,2023-12-16,Basic,Facebook Ads,France,
6238,2023-12-16,Basic,Facebook Ads,Australia,
6239,2023-12-16,Basic,Google Ads,UK,2024-08-31
6240,2023-12-16,Basic,Facebook Ads,Canada,2024-01-27
6241,2023-12-16,Basic,LinkedIn,Japan,2024-09-14
6242,2023-12-16,Basic,Facebook Ads,India,2024-02-03
6243,2023-12-16,Pro,Facebook Ads,Other,2024-11-02
6244,2023-12-16,Pro,Facebook Ads,Japan,2024-08-10
6245,2023-12-16,Basic,Facebook Ads,Japan,2024-11-30
6246,2023-12-16,Basic,Google Ads,Canada,2023-12-16
6247,2023-12-16,Enterprise,LinkedIn,UK,2024-03-02
6248,2023-12-16,Basic,SEO,India,2024-08-17
6249,2023-12-16,Basic,LinkedIn,Australia,2025-12-27
6250,2023-12-16,Basic,Facebook Ads,India,2024-06-08
6251,2023-12-16,Pro,Google Ads,India,2024-06-29
6252,2023-12-16,Basic,Facebook Ads,Australia,
6253,2023-12-16,Basic,LinkedIn,Japan,2024-11-16
6254,2023-12-16,Pro,LinkedIn,Other,2024-04-20
6255,2023-12-16,Basic,Google Ads,UK,2024-06-22
6256,2023-12-16,Basic,Google Ads,Canada,2024-03-09
6257,2023-12-16,Basic,Facebook Ads,Brazil,
6258,2023-12-16,Pro,LinkedIn,Australia,2024-02-03
6259,2023-12-16,Enterprise,LinkedIn,USA,2024-06-01
6260,2023-12-16,Basic,Facebook Ads,Germany,2023-12-23
6261,2023-12-16,Basic,Google Ads,Germany,2024-03-16
6262,2023-12-16,Basic,SEO,Germany,
6263,2023-12-16,Basic,SEO,Canada,2024-03-02
6264,2023-12-16,Basic,SEO,Japan,2024-01-13
6265,2023-12-16,Pro,Google Ads,Germany,2024-08-03
6266,2023-12-16,Basic,Facebook Ads,Australia,2023-12-16
6267,2023-12-16,Pro,Facebook Ads,USA,2024-01-13
6268,2023-12-16,Basic,Facebook Ads,UK,
6269,2023-12-16,Basic,LinkedIn,Brazil,
6270,2023-12-16,Basic,SEO,Other,
6271,2023-12-16,Pro,Facebook Ads,USA,
6272,2023-12-16,Basic,Google Ads,France,
6273,2023-12-16,Enterprise,Facebook Ads,Canada,2023-12-30
6274,2023-12-16,Enterprise,SEO,Germany,2025-06-21
6275,2023-12-16,Basic,Facebook Ads,USA,
6276,2023-12-16,Enterprise,Google Ads,Australia,
6277,2023-12-23,Basic,SEO,Other,
6278,2023-12-23,Basic,Google Ads,USA,2025-04-05
6279,2023-12-23,Pro,Facebook Ads,India,
6280,2023-12-23,Basic,Google Ads,UK,2024-02-17
6281,2023-12-23,Pro,SEO,France,2024-03-23
6282,2023-12-23,Basic,LinkedIn,Australia,2024-03-16
6283,2023-12-23,Pro,Facebook Ads,UK,
6284,2023-12-23,Pro,SEO,Germany,2024-03-02
6285,2023-12-23,Basic,SEO,UK,2024-01-13
6286,2023-12-23,Basic,LinkedIn,India,
6287,2023-12-23,Pro,SEO,Japan,2023-12-30
6288,2023-12-23,Pro,Google Ads,India,2025-10-04
6289,2023-12-23,Basic,LinkedIn,UK,2024-06-01
6290,2023-12-23,Basic,SEO,USA,
6291,2023-12-23,Basic,LinkedIn,USA,2024-10-12
6292,2023-12-23,Basic,LinkedIn,Brazil,
6293,2023-12-23,Basic,Google Ads,Australia,
6294,2023-12-23,Enterprise,Google Ads,Germany,2023-12-23
6295,2023-12-23,Pro,LinkedIn,India,2024-01-20
6296,2023-12-23,Basic,Facebook Ads,Other,2024-03-30
6297,2023-12-23,Basic,SEO,UK,2025-01-25
6298,2023-12-23,Pro,LinkedIn,Brazil,
6299,2023-12-23,Pro,LinkedIn,Australia,2024-08-03
6300,2023-12-23,Basic,LinkedIn,Other,2024-11-23
6301,2023-12-23,Basic,LinkedIn,Australia,2024-03-02
6302,2023-12-23,Basic,SEO,Other,
6303,2023-12-23,Basic,Google Ads,Japan,
6304,2023-12-23,Basic,LinkedIn,France,2024-04-13
6305,2023-12-23,Basic,SEO,India,2024-08-24
6306,2023-12-23,Enterprise,Facebook Ads,Germany,2024-01-20
6307,2023-12-23,Pro,SEO,France,2024-10-12
6308,2023-12-23,Basic,Facebook Ads,Canada,2024-08-31
6309,2023-12-23,Basic,Google Ads,Brazil,2024-02-17
6310,2023-12-23,Pro,LinkedIn,Japan,2024-07-20
6311,2023-12-23,Basic,Facebook Ads,Brazil,2024-05-18
6312,2023-12-23,Basic,LinkedIn,UK,2024-09-14
6313,2023-12-23,Basic,SEO,Brazil,2024-11-02
6314,2023-12-23,Enterprise,Google Ads,Japan,2023-12-23
6315,2023-12-23,Enterprise,LinkedIn,Germany,
6316,2023-12-23,Basic,Google Ads,Brazil,
6317,2023-12-23,Basic,SEO,Germany,2024-06-01
6318,2023-12-23,Basic,Google Ads,Japan,2024-01-06
6319,2023-12-23,Pro,SEO,India,
6320,2023-12-23,Pro,Google Ads,Japan,
6321,2023-12-23,Pro,Google Ads,Australia,2024-03-30
6322,2023-12-23,Basic,LinkedIn,UK,2024-05-11
6323,2023-12-23,Basic,LinkedIn,France,2024-03-02
6324,2023-12-23,Basic,Google Ads,Australia,2024-10-26
6325,2023-12-23,Basic,LinkedIn,USA,2024-02-17
6326,2023-12-23,Basic,Facebook Ads,Australia,2024-05-25
6327,2023-12-23,Basic,Google Ads,Australia,2025-03-01
6328,2023-12-23,Pro,LinkedIn,India,2024-10-12
6329,2023-12-23,Basic,SEO,Japan,2024-06-15
6330,2023-12-23,Basic,Facebook Ads,India,2024-07-06
6331,2023-12-23,Basic,SEO,India,2024-10-12
6332,2023-12-23,Basic,Facebook Ads,Japan,2023-12-23
6333,2023-12-23,Basic,Google Ads,USA,2024-01-20
6334,2023-12-23,Pro,LinkedIn,Other,2025-12-27
6335,2023-12-23,Enterprise,LinkedIn,Canada,2024-01-20
6336,2023-12-23,Basic,Google Ads,Japan,
6337,2023-12-23,Basic,Google Ads,UK,2025-12-27
6338,2023-12-23,Basic,Facebook Ads,Japan,2024-04-13
6339,2023-12-23,Basic,SEO,Other,2024-06-08
6340,2023-12-23,Pro,SEO,Brazil,2024-10-19
6341,2023-12-23,Pro,Facebook Ads,USA,
6342,2023-12-23,Basic,LinkedIn,Australia,2025-12-27
6343,2023-12-23,Pro,LinkedIn,Brazil,
6344,2023-12-23,Pro,LinkedIn,USA,2024-01-20
6345,2023-12-23,Enterprise,LinkedIn,India,
6346,2023-12-30,Pro,LinkedIn,Germany,2024-01-13
6347,2023-12-30,Basic,Google Ads,Japan,2024-03-16
6348,2023-12-30,Basic,SEO,Australia,
6349,2023-12-30,Pro,SEO,Canada,2024-08-03
6350,2023-12-30,Enterprise,SEO,Germany,2024-05-04
6351,2023-12-30,Basic,Facebook Ads,Germany,2024-06-22
6352,2023-12-30,Basic,Google Ads,Brazil,
6353,2023-12-30,Basic,LinkedIn,Other,
6354,2023-12-30,Basic,Facebook Ads,UK,2024-04-20
6355,2023-12-30,Pro,SEO,France,2024-02-10
6356,2023-12-30,Basic,Facebook Ads,UK,2024-04-13
6357,2023-12-30,Pro,Facebook Ads,Germany,
6358,2023-12-30,Basic,Google Ads,Canada,2024-11-09
6359,2023-12-30,Basic,SEO,Canada,2024-09-28
6360,2023-12-30,Basic,Google Ads,Japan,2024-11-23
6361,2023-12-30,Basic,Google Ads,Other,2024-06-08
6362,2023-12-30,Basic,SEO,Other,
6363,2023-12-30,Basic,LinkedIn,Japan,2024-09-21
6364,2023-12-30,Basic,Facebook Ads,Brazil,2024-02-10
6365,2023-12-30,Basic,SEO,Other,2024-02-17
6366,2023-12-30,Basic,Facebook Ads,Germany,2024-10-05
6367,2023-12-30,Basic,Facebook Ads,Canada,
6368,2023-12-30,Basic,LinkedIn,Japan,2024-05-11
6369,2023-12-30,Basic,Facebook Ads,USA,
6370,2023-12-30,Basic,Google Ads,USA,2025-06-07
6371,2023-12-30,Pro,LinkedIn,Germany,2024-04-06
6372,2023-12-30,Basic,SEO,France,2024-01-06
6373,2023-12-30,Pro,SEO,Japan,2024-02-03
6374,2023-12-30,Basic,LinkedIn,Germany,
6375,2023-12-30,Basic,Google Ads,Germany,2024-03-16
6376,2023-12-30,Enterprise,LinkedIn,Australia,2024-06-15
6377,2023-12-30,Pro,Facebook Ads,Germany,2024-09-07
6378,2023-12-30,Basic,Google Ads,Australia,2025-04-12
6379,2023-12-30,Basic,SEO,Germany,2024-02-10
6380,2023-12-30,Enterprise,SEO,UK,2024-07-06
6381,2023-12-30,Basic,Google Ads,Japan,2024-08-24
6382,2023-12-30,Basic,SEO,UK,2024-10-05
6383,2023-12-30,Basic,Google Ads,Other,2025-09-06
6384,2023-12-30,Basic,Google Ads,Germany,2024-03-02
6385,2023-12-30,Basic,LinkedIn,Germany,
6386,2023-12-30,Basic,Facebook Ads,France,2025-03-01
6387,2023-12-30,Basic,SEO,Japan,2024-10-19
6388,2023-12-30,Basic,Facebook Ads,Brazil,2025-03-08
6389,2023-12-30,Pro,Facebook Ads,Canada,2024-07-06
6390,2023-12-30,Basic,Facebook Ads,France,2024-02-17
6391,2023-12-30,Basic,LinkedIn,Australia,
6392,2023-12-30,Pro,SEO,India,2024-09-21
6393,2023-12-30,Basic,Facebook Ads,Japan,2025-01-04
6394,2023-12-30,Enterprise,LinkedIn,Brazil,2024-05-25
6395,2023-12-30,Basic,Facebook Ads,Australia,2025-12-27
6396,2023-12-30,Basic,SEO,Australia,2024-11-16
6397,2023-12-30,Pro,Google Ads,India,2024-01-27
6398,2023-12-30,Pro,SEO,Germany,2024-08-03
6399,2023-12-30,Basic,Google Ads,France,
6400,2023-12-30,Pro,SEO,Japan,
6401,2023-12-30,Pro,Facebook Ads,Japan,2024-08-31
6402,2023-12-30,Basic,LinkedIn,Japan,2025-12-27
6403,2023-12-30,Basic,SEO,France,2024-04-20
6404,2023-12-30,Enterprise,Facebook Ads,USA,2024-07-06
6405,2023-12-30,Pro,SEO,Australia,
6406,2023-12-30,Basic,LinkedIn,Canada,
6407,2023-12-30,Pro,Facebook Ads,Canada,
6408,2023-12-30,Basic,Google Ads,USA,
6409,2023-12-30,Enterprise,Google Ads,Germany,2024-01-27
6410,2023-12-30,Pro,LinkedIn,France,
6411,2023-12-30,Basic,LinkedIn,Canada,2024-05-18
6412,2023-12-30,Basic,Google Ads,India,2024-03-09
6413,2023-12-30,Pro,LinkedIn,Germany,2024-04-06
6414,2023-12-30,Pro,SEO,Japan,2024-07-13
6415,2023-12-30,Basic,Google Ads,Brazil,2024-04-13
6416,2023-12-30,Pro,Google Ads,France,2024-05-18
6417,2023-12-30,Basic,LinkedIn,Japan,2024-02-17
6418,2023-12-30,Basic,SEO,Brazil,2024-05-04
6419,2024-01-06,Enterprise,Google Ads,USA,2024-06-08
6420,2024-01-06,Basic,SEO,Brazil,
6421,2024-01-06,Pro,Google Ads,France,2025-12-27
6422,2024-01-06,Enterprise,Google Ads,Australia,
6423,2024-01-06,Pro,LinkedIn,Japan,2024-05-25
6424,2024-01-06,Enterprise,LinkedIn,USA,
6425,2024-01-06,Basic,Facebook Ads,Canada,2024-03-02
