event_id,customer_id,event_date,event_type,old_plan,new_plan,mrr_change
14200,3452,2023-12-28,cancellation_request,Enterprise,Enterprise,0
14201,3452,2023-12-30,cancellation_processed,Enterprise,,-299
14202,3453,2023-02-18,trial_start,,Pro,0
14203,3453,2023-03-04,trial_conversion,Trial,Pro,99
14204,3453,2023-10-10,cancellation_request,Pro,Pro,0
14205,3453,2023-10-14,cancellation_processed,Pro,,-99
14206,3454,2023-02-18,trial_start,,Basic,0
14207,3454,2023-03-04,trial_conversion,Trial,Basic,29
14208,3454,2024-02-10,cancellation_request,Basic,Basic,0
14209,3454,2024-02-24,cancellation_processed,Basic,,-29
14210,3455,2023-02-18,trial_start,,Basic,0
14211,3455,2023-03-04,trial_conversion,Trial,Basic,29
14212,3455,2023-05-15,cancellation_request,Basic,Basic,0
14213,3455,2023-05-20,cancellation_processed,Basic,,-29
14214,3456,2023-02-18,trial_start,,Pro,0
14215,3456,2023-03-04,trial_conversion,Trial,Pro,99
14216,3456,2023-11-26,cancellation_request,Pro,Pro,0
14217,3456,2023-12-02,cancellation_processed,Pro,,-99
14218,3457,2023-02-18,trial_start,,Basic,0
14219,3457,2023-03-04,trial_conversion,Trial,Basic,29
14220,3457,2023-07-24,cancellation_request,Basic,Basic,0
14221,3457,2023-08-05,cancellation_processed,Basic,,-29
14222,3458,2023-02-18,trial_start,,Pro,0
14223,3458,2023-03-04,trial_conversion,Trial,Pro,99
14224,3458,2023-08-14,upgrade,Pro,Enterprise,200
14225,3458,2023-12-02,downgrade,Enterprise,Pro,-200
14226,3458,2024-03-03,cancellation_request,Pro,Pro,0
14227,3458,2024-03-16,cancellation_processed,Pro,,-99
14228,3459,2023-02-18,trial_start,,Pro,0
14229,3459,2023-03-04,trial_conversion,Trial,Pro,99
14230,3459,2023-04-02,cancellation_request,Pro,Pro,0
14231,3459,2023-04-08,cancellation_processed,Pro,,-99
14232,3460,2023-02-18,trial_start,,Basic,0
14233,3460,2023-03-04,trial_conversion,Trial,Basic,29
14234,3460,2023-12-05,cancellation_request,Basic,Basic,0
14235,3460,2023-12-16,cancellation_processed,Basic,,-29
14236,3461,2023-02-18,trial_start,,Pro,0
14237,3461,2023-03-04,trial_conversion,Trial,Pro,99
14238,3461,2023-04-16,cancellation_request,Pro,Pro,0
14239,3461,2023-04-29,cancellation_processed,Pro,,-99
14240,3462,2023-02-18,trial_start,,Basic,0
14241,3462,2023-03-04,trial_conversion,Trial,Basic,29
14242,3462,2023-06-02,cancellation_request,Basic,Basic,0
14243,3462,2023-06-10,cancellation_processed,Basic,,-29
14244,3463,2023-02-18,trial_start,,Enterprise,0
14245,3463,2023-03-04,trial_conversion,Trial,Enterprise,299
14246,3463,2023-04-29,cancellation_request,Enterprise,Enterprise,0
14247,3463,2023-05-13,cancellation_processed,Enterprise,,-299
14248,3464,2023-02-18,trial_start,,Basic,0
14249,3464,2023-03-04,trial_conversion,Trial,Basic,29
14250,3464,2023-04-24,cancellation_request,Basic,Basic,0
14251,3464,2023-04-29,cancellation_processed,Basic,,-29
14252,3465,2023-02-18,trial_start,,Enterprise,0
14253,3465,2023-03-04,trial_conversion,Trial,Enterprise,299
14254,3465,2023-10-28,downgrade,Enterprise,Pro,-200
14255,3465,2024-10-26,cancellation_request,Pro,Pro,0
14256,3465,2024-11-09,cancellation_processed,Pro,,-99
14257,3466,2023-02-18,trial_start,,Pro,0
14258,3466,2023-03-04,trial_conversion,Trial,Pro,99
14259,3466,2023-06-08,cancellation_request,Pro,Pro,0
14260,3466,2023-06-17,cancellation_processed,Pro,,-99
14261,3467,2023-02-18,trial_start,,Basic,0
14262,3467,2023-03-04,trial_conversion,Trial,Basic,29
14263,3468,2023-02-18,trial_start,,Basic,0
14264,3468,2023-03-04,trial_conversion,Trial,Basic,29
14265,3468,2024-01-19,upgrade,Basic,Pro,70
14266,3468,2024-11-05,downgrade,Pro,Basic,-70
14267,3469,2023-02-18,trial_start,,Pro,0
14268,3469,2023-03-04,trial_conversion,Trial,Pro,99
14269,3469,2023-12-20,cancellation_request,Pro,Pro,0
14270,3469,2023-12-23,cancellation_processed,Pro,,-99
14271,3470,2023-02-18,trial_start,,Basic,0
14272,3470,2023-03-04,trial_conversion,Trial,Basic,29
14273,3470,2023-04-09,upgrade,Basic,Pro,70
14274,3470,2023-04-13,cancellation_request,Pro,Pro,0
14275,3470,2023-04-15,cancellation_processed,Pro,,-99
14276,3471,2023-02-18,trial_start,,Basic,0
14277,3471,2023-03-04,trial_conversion,Trial,Basic,29
14278,3471,2023-07-23,cancellation_request,Basic,Basic,0
14279,3471,2023-08-05,cancellation_processed,Basic,,-29
14280,3472,2023-02-18,trial_start,,Basic,0
14281,3472,2023-03-04,trial_conversion,Trial,Basic,29
14282,3472,2024-09-16,cancellation_request,Basic,Basic,0
14283,3472,2024-09-21,cancellation_processed,Basic,,-29
14284,3473,2023-02-18,trial_start,,Basic,0
14285,3473,2023-03-04,trial_conversion,Trial,Basic,29
14286,3473,2023-07-28,cancellation_request,Basic,Basic,0
14287,3473,2023-07-29,cancellation_processed,Basic,,-29
14288,3474,2023-02-18,trial_start,,Basic,0
14289,3474,2023-03-04,trial_conversion,Trial,Basic,29
14290,3474,2023-03-08,cancellation_request,Basic,Basic,0
14291,3474,2023-03-18,cancellation_processed,Basic,,-29
14292,3475,2023-02-18,trial_start,,Basic,0
14293,3475,2023-03-04,trial_conversion,Trial,Basic,29
14294,3475,2023-11-28,cancellation_request,Basic,Basic,0
14295,3475,2023-12-09,cancellation_processed,Basic,,-29
14296,3476,2023-02-18,trial_start,,Enterprise,0
14297,3476,2023-03-04,trial_conversion,Trial,Enterprise,299
14298,3476,2023-11-23,downgrade,Enterprise,Pro,-200
14299,3476,2024-06-25,upgrade,Pro,Enterprise,200
14300,3476,2024-12-10,cancellation_request,Enterprise,Enterprise,0
14301,3476,2024-12-21,cancellation_processed,Enterprise,,-299
14302,3477,2023-02-18,trial_start,,Basic,0
14303,3477,2023-03-04,trial_conversion,Trial,Basic,29
14304,3477,2024-09-01,cancellation_request,Basic,Basic,0
14305,3477,2024-09-14,cancellation_processed,Basic,,-29
14306,3478,2023-02-18,trial_start,,Pro,0
14307,3478,2023-03-04,trial_conversion,Trial,Pro,99
14308,3478,2023-04-27,cancellation_request,Pro,Pro,0
14309,3478,2023-04-29,cancellation_processed,Pro,,-99
14310,3479,2023-02-18,trial_start,,Basic,0
14311,3479,2023-03-04,trial_conversion,Trial,Basic,29
14312,3479,2023-11-17,upgrade,Basic,Pro,70
14313,3479,2024-03-19,cancellation_request,Pro,Pro,0
14314,3479,2024-03-30,cancellation_processed,Pro,,-99
14315,3480,2023-02-18,trial_start,,Basic,0
14316,3480,2023-03-04,trial_conversion,Trial,Basic,29
14317,3480,2023-05-10,cancellation_request,Basic,Basic,0
14318,3480,2023-05-13,cancellation_processed,Basic,,-29
14319,3481,2023-02-18,trial_start,,Enterprise,0
14320,3481,2023-03-04,trial_conversion,Trial,Enterprise,299
14321,3481,2023-05-09,downgrade,Enterprise,Pro,-200
14322,3481,2023-05-10,cancellation_request,Pro,Pro,0
14323,3481,2023-05-13,cancellation_processed,Pro,,-99
14324,3482,2023-02-18,trial_start,,Basic,0
14325,3482,2023-03-04,trial_conversion,Trial,Basic,29
14326,3483,2023-02-25,trial_start,,Basic,0
14327,3483,2023-02-25,cancellation_processed,Basic,,0
14328,3484,2023-02-25,trial_start,,Basic,0
14329,3484,2023-03-11,trial_conversion,Trial,Basic,29
14330,3485,2023-02-25,trial_start,,Basic,0
14331,3485,2023-03-11,trial_conversion,Trial,Basic,29
14332,3485,2024-09-03,cancellation_request,Basic,Basic,0
14333,3485,2024-09-14,cancellation_processed,Basic,,-29
14334,3486,2023-02-25,trial_start,,Basic,0
14335,3486,2023-03-11,trial_conversion,Trial,Basic,29
14336,3486,2024-02-15,cancellation_request,Basic,Basic,0
14337,3486,2024-02-17,cancellation_processed,Basic,,-29
14338,3487,2023-02-25,trial_start,,Pro,0
14339,3487,2023-03-11,trial_conversion,Trial,Pro,99
14340,3487,2024-07-12,cancellation_request,Pro,Pro,0
14341,3487,2024-07-13,cancellation_processed,Pro,,-99
14342,3488,2023-02-25,trial_start,,Basic,0
14343,3488,2023-03-11,trial_conversion,Trial,Basic,29
14344,3488,2023-04-14,cancellation_request,Basic,Basic,0
14345,3488,2023-04-22,cancellation_processed,Basic,,-29
14346,3489,2023-02-25,trial_start,,Pro,0
14347,3489,2023-03-11,trial_conversion,Trial,Pro,99
14348,3489,2023-09-16,cancellation_request,Pro,Pro,0
14349,3489,2023-09-30,cancellation_processed,Pro,,-99
14350,3490,2023-02-25,trial_start,,Basic,0
14351,3490,2023-03-11,trial_conversion,Trial,Basic,29
14352,3490,2023-07-22,cancellation_request,Basic,Basic,0
14353,3490,2023-07-29,cancellation_processed,Basic,,-29
14354,3491,2023-02-25,trial_start,,Basic,0
14355,3491,2023-03-11,trial_conversion,Trial,Basic,29
14356,3491,2023-03-20,cancellation_request,Basic,Basic,0
14357,3491,2023-04-01,cancellation_processed,Basic,,-29
14358,3492,2023-02-25,trial_start,,Pro,0
14359,3492,2023-03-11,trial_conversion,Trial,Pro,99
14360,3492,2023-06-03,downgrade,Pro,Basic,-70
14361,3492,2023-10-13,cancellation_request,Basic,Basic,0
14362,3492,2023-10-21,cancellation_processed,Basic,,-29
14363,3493,2023-02-25,trial_start,,Pro,0
14364,3493,2023-03-11,trial_conversion,Trial,Pro,99
14365,3493,2023-09-30,downgrade,Pro,Basic,-70
14366,3494,2023-02-25,trial_start,,Basic,0
14367,3494,2023-03-11,cancellation_processed,Basic,,0
14368,3495,2023-02-25,trial_start,,Pro,0
14369,3495,2023-03-11,trial_conversion,Trial,Pro,99
14370,3495,2023-06-14,cancellation_request,Pro,Pro,0
14371,3495,2023-06-24,cancellation_processed,Pro,,-99
14372,3496,2023-02-25,trial_start,,Basic,0
14373,3496,2023-03-11,trial_conversion,Trial,Basic,29
14374,3496,2023-05-13,cancellation_request,Basic,Basic,0
14375,3496,2023-05-20,cancellation_processed,Basic,,-29
14376,3497,2023-02-25,trial_start,,Pro,0
14377,3497,2023-03-11,trial_conversion,Trial,Pro,99
14378,3497,2023-05-20,cancellation_request,Pro,Pro,0
14379,3497,2023-06-03,cancellation_processed,Pro,,-99
14380,3498,2023-02-25,trial_start,,Basic,0
14381,3498,2023-03-11,trial_conversion,Trial,Basic,29
14382,3499,2023-02-25,trial_start,,Enterprise,0
14383,3499,2023-03-11,trial_conversion,Trial,Enterprise,299
14384,3499,2023-09-30,cancellation_request,Enterprise,Enterprise,0
14385,3499,2023-10-07,cancellation_processed,Enterprise,,-299
14386,3500,2023-02-25,trial_start,,Pro,0
14387,3500,2023-03-11,trial_conversion,Trial,Pro,99
14388,3500,2023-05-01,downgrade,Pro,Basic,-70
14389,3500,2023-10-02,cancellation_request,Basic,Basic,0
14390,3500,2023-10-07,cancellation_processed,Basic,,-29
14391,3501,2023-02-25,trial_start,,Basic,0
14392,3501,2023-03-11,trial_conversion,Trial,Basic,29
14393,3501,2024-07-23,cancellation_request,Basic,Basic,0
14394,3501,2024-07-27,cancellation_processed,Basic,,-29
14395,3502,2023-02-25,trial_start,,Basic,0
14396,3502,2023-03-11,trial_conversion,Trial,Basic,29
14397,3502,2023-04-14,cancellation_request,Basic,Basic,0
14398,3502,2023-04-22,cancellation_processed,Basic,,-29
14399,3503,2023-02-25,trial_start,,Pro,0
14400,3503,2023-03-11,trial_conversion,Trial,Pro,99
14401,3503,2023-10-17,cancellation_request,Pro,Pro,0
14402,3503,2023-10-21,cancellation_processed,Pro,,-99
14403,3504,2023-02-25,trial_start,,Basic,0
14404,3504,2023-03-11,trial_conversion,Trial,Basic,29
14405,3504,2023-09-09,cancellation_request,Basic,Basic,0
14406,3504,2023-09-16,cancellation_processed,Basic,,-29
14407,3505,2023-02-25,trial_start,,Basic,0
14408,3505,2023-03-11,trial_conversion,Trial,Basic,29
14409,3505,2024-01-11,cancellation_request,Basic,Basic,0
14410,3505,2024-01-20,cancellation_processed,Basic,,-29
14411,3506,2023-02-25,trial_start,,Basic,0
14412,3506,2023-03-11,trial_conversion,Trial,Basic,29
14413,3507,2023-02-25,trial_start,,Pro,0
14414,3507,2023-03-11,trial_conversion,Trial,Pro,99
14415,3507,2024-01-04,upgrade,Pro,Enterprise,200
14416,3507,2024-05-07,downgrade,Enterprise,Pro,-200
14417,3507,2024-08-04,cancellation_request,Pro,Pro,0
14418,3507,2024-08-10,cancellation_processed,Pro,,-99
14419,3508,2023-02-25,trial_start,,Pro,0
14420,3508,2023-03-11,trial_conversion,Trial,Pro,99
14421,3508,2023-08-14,cancellation_request,Pro,Pro,0
14422,3508,2023-08-26,cancellation_processed,Pro,,-99
14423,3509,2023-02-25,trial_start,,Enterprise,0
14424,3509,2023-03-11,trial_conversion,Trial,Enterprise,299
14425,3509,2023-07-29,downgrade,Enterprise,Pro,-200
14426,3509,2024-11-10,cancellation_request,Pro,Pro,0
14427,3509,2024-11-23,cancellation_processed,Pro,,-99
14428,3510,2023-02-25,trial_start,,Basic,0
14429,3510,2023-03-11,trial_conversion,Trial,Basic,29
14430,3510,2023-04-24,cancellation_request,Basic,Basic,0
14431,3510,2023-04-29,cancellation_processed,Basic,,-29
14432,3511,2023-02-25,trial_start,,Basic,0
14433,3511,2023-03-04,cancellation_processed,Basic,,0
14434,3512,2023-02-25,trial_start,,Basic,0
14435,3512,2023-03-11,trial_conversion,Trial,Basic,29
14436,3512,2023-05-12,cancellation_request,Basic,Basic,0
14437,3512,2023-05-13,cancellation_processed,Basic,,-29
14438,3513,2023-02-25,trial_start,,Enterprise,0
14439,3513,2023-03-11,trial_conversion,Trial,Enterprise,299
14440,3513,2023-07-16,cancellation_request,Enterprise,Enterprise,0
14441,3513,2023-07-22,cancellation_processed,Enterprise,,-299
14442,3514,2023-02-25,trial_start,,Pro,0
14443,3514,2023-03-11,trial_conversion,Trial,Pro,99
14444,3514,2023-08-25,downgrade,Pro,Basic,-70
14445,3514,2023-11-08,cancellation_request,Basic,Basic,0
14446,3514,2023-11-11,cancellation_processed,Basic,,-29
14447,3515,2023-02-25,trial_start,,Basic,0
14448,3515,2023-03-11,trial_conversion,Trial,Basic,29
14449,3515,2024-01-28,cancellation_request,Basic,Basic,0
14450,3515,2024-02-03,cancellation_processed,Basic,,-29
14451,3516,2023-02-25,trial_start,,Pro,0
14452,3516,2023-03-11,trial_conversion,Trial,Pro,99
14453,3517,2023-02-25,trial_start,,Basic,0
14454,3517,2023-03-11,trial_conversion,Trial,Basic,29
14455,3517,2023-11-01,cancellation_request,Basic,Basic,0
14456,3517,2023-11-11,cancellation_processed,Basic,,-29
14457,3518,2023-02-25,trial_start,,Pro,0
14458,3518,2023-03-11,trial_conversion,Trial,Pro,99
14459,3518,2023-07-27,downgrade,Pro,Basic,-70
14460,3518,2023-10-28,cancellation_request,Basic,Basic,0
14461,3518,2023-11-04,cancellation_processed,Basic,,-29
14462,3519,2023-02-25,trial_start,,Basic,0
14463,3519,2023-03-11,cancellation_processed,Basic,,0
14464,3520,2023-02-25,trial_start,,Basic,0
14465,3520,2023-03-04,cancellation_processed,Basic,,0
14466,3521,2023-02-25,trial_start,,Pro,0
14467,3521,2023-03-11,trial_conversion,Trial,Pro,99
14468,3521,2023-07-18,downgrade,Pro,Basic,-70
14469,3521,2023-09-28,upgrade,Basic,Pro,70
14470,3521,2023-11-29,cancellation_request,Pro,Pro,0
14471,3521,2023-12-09,cancellation_processed,Pro,,-99
14472,3522,2023-02-25,trial_start,,Basic,0
14473,3522,2023-03-11,trial_conversion,Trial,Basic,29
14474,3522,2023-09-03,cancellation_request,Basic,Basic,0
14475,3522,2023-09-16,cancellation_processed,Basic,,-29
14476,3523,2023-02-25,trial_start,,Basic,0
14477,3523,2023-03-11,trial_conversion,Trial,Basic,29
14478,3523,2024-12-18,cancellation_request,Basic,Basic,0
14479,3523,2024-12-21,cancellation_processed,Basic,,-29
14480,3524,2023-02-25,trial_start,,Basic,0
14481,3524,2023-03-11,trial_conversion,Trial,Basic,29
14482,3524,2023-04-21,cancellation_request,Basic,Basic,0
14483,3524,2023-04-29,cancellation_processed,Basic,,-29
14484,3525,2023-02-25,trial_start,,Basic,0
14485,3525,2023-03-04,cancellation_processed,Basic,,0
14486,3526,2023-02-25,trial_start,,Basic,0
14487,3526,2023-03-11,trial_conversion,Trial,Basic,29
14488,3526,2023-09-16,upgrade,Basic,Pro,70
14489,3526,2023-09-17,cancellation_request,Pro,Pro,0
14490,3526,2023-09-23,cancellation_processed,Pro,,-99
14491,3527,2023-02-25,trial_start,,Basic,0
14492,3527,2023-03-11,trial_conversion,Trial,Basic,29
14493,3527,2023-05-25,cancellation_request,Basic,Basic,0
14494,3527,2023-06-03,cancellation_processed,Basic,,-29
14495,3528,2023-02-25,trial_start,,Basic,0
14496,3528,2023-03-11,cancellation_processed,Basic,,0
14497,3529,2023-02-25,trial_start,,Basic,0
14498,3529,2023-03-11,trial_conversion,Trial,Basic,29
14499,3529,2024-06-05,cancellation_request,Basic,Basic,0
14500,3529,2024-06-08,cancellation_processed,Basic,,-29
14501,3530,2023-02-25,trial_start,,Pro,0
14502,3530,2023-03-11,trial_conversion,Trial,Pro,99
14503,3530,2023-03-25,cancellation_request,Pro,Pro,0
14504,3530,2023-04-08,cancellation_processed,Pro,,-99
14505,3531,2023-02-25,trial_start,,Basic,0
14506,3531,2023-03-11,trial_conversion,Trial,Basic,29
14507,3531,2024-01-16,cancellation_request,Basic,Basic,0
14508,3531,2024-01-27,cancellation_processed,Basic,,-29
14509,3532,2023-02-25,trial_start,,Pro,0
14510,3532,2023-03-11,trial_conversion,Trial,Pro,99
14511,3532,2023-06-10,cancellation_request,Pro,Pro,0
14512,3532,2023-06-24,cancellation_processed,Pro,,-99
14513,3533,2023-02-25,trial_start,,Basic,0
14514,3533,2023-03-11,trial_conversion,Trial,Basic,29
14515,3533,2023-04-20,cancellation_request,Basic,Basic,0
14516,3533,2023-04-29,cancellation_processed,Basic,,-29
14517,3534,2023-02-25,trial_start,,Basic,0
14518,3534,2023-03-11,trial_conversion,Trial,Basic,29
14519,3534,2023-08-04,cancellation_request,Basic,Basic,0
14520,3534,2023-08-12,cancellation_processed,Basic,,-29
14521,3535,2023-02-25,trial_start,,Pro,0
14522,3535,2023-03-11,trial_conversion,Trial,Pro,99
14523,3535,2024-01-30,downgrade,Pro,Basic,-70
14524,3535,2024-09-23,cancellation_request,Basic,Basic,0
14525,3535,2024-10-05,cancellation_processed,Basic,,-29
14526,3536,2023-02-25,trial_start,,Basic,0
14527,3536,2023-03-11,trial_conversion,Trial,Basic,29
14528,3536,2023-08-13,cancellation_request,Basic,Basic,0
14529,3536,2023-08-19,cancellation_processed,Basic,,-29
14530,3537,2023-02-25,trial_start,,Enterprise,0
14531,3537,2023-03-11,trial_conversion,Trial,Enterprise,299
14532,3537,2024-02-21,downgrade,Enterprise,Pro,-200
14533,3537,2024-06-06,upgrade,Pro,Enterprise,200
14534,3537,2024-06-29,cancellation_request,Enterprise,Enterprise,0
14535,3537,2024-07-13,cancellation_processed,Enterprise,,-299
14536,3538,2023-02-25,trial_start,,Basic,0
14537,3538,2023-03-11,trial_conversion,Trial,Basic,29
14538,3538,2023-03-29,cancellation_request,Basic,Basic,0
14539,3538,2023-04-08,cancellation_processed,Basic,,-29
14540,3539,2023-02-25,trial_start,,Enterprise,0
14541,3539,2023-03-11,trial_conversion,Trial,Enterprise,299
14542,3539,2023-07-24,downgrade,Enterprise,Pro,-200
14543,3539,2024-08-09,cancellation_request,Pro,Pro,0
14544,3539,2024-08-17,cancellation_processed,Pro,,-99
14545,3540,2023-02-25,trial_start,,Basic,0
14546,3540,2023-03-11,trial_conversion,Trial,Basic,29
14547,3540,2023-05-22,cancellation_request,Basic,Basic,0
14548,3540,2023-06-03,cancellation_processed,Basic,,-29
14549,3541,2023-02-25,trial_start,,Pro,0
14550,3541,2023-03-11,trial_conversion,Trial,Pro,99
14551,3541,2024-02-05,downgrade,Pro,Basic,-70
14552,3541,2024-03-27,cancellation_request,Basic,Basic,0
14553,3541,2024-04-06,cancellation_processed,Basic,,-29
14554,3542,2023-02-25,trial_start,,Pro,0
14555,3542,2023-03-11,trial_conversion,Trial,Pro,99
14556,3542,2023-12-15,cancellation_request,Pro,Pro,0
14557,3542,2023-12-23,cancellation_processed,Pro,,-99
14558,3543,2023-02-25,trial_start,,Basic,0
14559,3543,2023-03-11,trial_conversion,Trial,Basic,29
14560,3544,2023-02-25,trial_start,,Basic,0
14561,3544,2023-03-11,trial_conversion,Trial,Basic,29
14562,3544,2023-08-06,cancellation_request,Basic,Basic,0
14563,3544,2023-08-19,cancellation_processed,Basic,,-29
14564,3545,2023-02-25,trial_start,,Pro,0
14565,3545,2023-03-11,trial_conversion,Trial,Pro,99
14566,3545,2023-03-12,cancellation_request,Pro,Pro,0
14567,3545,2023-03-18,cancellation_processed,Pro,,-99
14568,3546,2023-02-25,trial_start,,Basic,0
14569,3546,2023-03-04,cancellation_processed,Basic,,0
14570,3547,2023-02-25,trial_start,,Basic,0
14571,3547,2023-03-11,trial_conversion,Trial,Basic,29
14572,3547,2024-11-10,cancellation_request,Basic,Basic,0
14573,3547,2024-11-23,cancellation_processed,Basic,,-29
14574,3548,2023-02-25,trial_start,,Basic,0
14575,3548,2023-03-11,trial_conversion,Trial,Basic,29
14576,3548,2023-11-05,cancellation_request,Basic,Basic,0
14577,3548,2023-11-18,cancellation_processed,Basic,,-29
14578,3549,2023-02-25,trial_start,,Enterprise,0
14579,3549,2023-03-11,trial_conversion,Trial,Enterprise,299
14580,3549,2024-08-07,cancellation_request,Enterprise,Enterprise,0
14581,3549,2024-08-17,cancellation_processed,Enterprise,,-299
14582,3550,2023-02-25,trial_start,,Basic,0
14583,3550,2023-03-11,trial_conversion,Trial,Basic,29
14584,3550,2023-05-18,cancellation_request,Basic,Basic,0
14585,3550,2023-05-27,cancellation_processed,Basic,,-29
14586,3551,2023-02-25,trial_start,,Basic,0
14587,3551,2023-03-11,trial_conversion,Trial,Basic,29
14588,3551,2023-07-15,cancellation_request,Basic,Basic,0
14589,3551,2023-07-29,cancellation_processed,Basic,,-29
14590,3552,2023-02-25,trial_start,,Basic,0
14591,3552,2023-03-04,cancellation_processed,Basic,,0
14592,3553,2023-02-25,trial_start,,Basic,0
14593,3553,2023-03-11,trial_conversion,Trial,Basic,29
14594,3553,2025-12-22,cancellation_request,Basic,Basic,0
14595,3553,2025-12-27,cancellation_processed,Basic,,-29
14596,3554,2023-02-25,trial_start,,Basic,0
14597,3554,2023-03-11,trial_conversion,Trial,Basic,29
14598,3554,2023-07-14,upgrade,Basic,Pro,70
14599,3554,2024-03-28,cancellation_request,Pro,Pro,0
14600,3554,2024-03-30,cancellation_processed,Pro,,-99
14601,3555,2023-02-25,trial_start,,Basic,0
14602,3555,2023-03-11,trial_conversion,Trial,Basic,29
14603,3556,2023-02-25,trial_start,,Enterprise,0
14604,3556,2023-03-11,trial_conversion,Trial,Enterprise,299
14605,3556,2023-06-04,cancellation_request,Enterprise,Enterprise,0
14606,3556,2023-06-17,cancellation_processed,Enterprise,,-299
14607,3557,2023-02-25,trial_start,,Pro,0
14608,3557,2023-03-11,trial_conversion,Trial,Pro,99
14609,3557,2023-05-10,upgrade,Pro,Enterprise,200
14610,3557,2024-01-28,cancellation_request,Enterprise,Enterprise,0
14611,3557,2024-02-03,cancellation_processed,Enterprise,,-299
14612,3558,2023-02-25,trial_start,,Pro,0
14613,3558,2023-03-11,trial_conversion,Trial,Pro,99
14614,3558,2024-02-26,upgrade,Pro,Enterprise,200
14615,3558,2024-04-07,downgrade,Enterprise,Pro,-200
14616,3558,2024-04-08,cancellation_request,Pro,Pro,0
14617,3558,2024-04-13,cancellation_processed,Pro,,-99
14618,3559,2023-02-25,trial_start,,Basic,0
14619,3559,2023-03-11,trial_conversion,Trial,Basic,29
14620,3559,2023-07-06,cancellation_request,Basic,Basic,0
14621,3559,2023-07-08,cancellation_processed,Basic,,-29
14622,3560,2023-02-25,trial_start,,Basic,0
14623,3560,2023-03-11,trial_conversion,Trial,Basic,29
14624,3560,2024-12-30,cancellation_request,Basic,Basic,0
14625,3560,2025-01-04,cancellation_processed,Basic,,-29
14626,3561,2023-02-25,trial_start,,Enterprise,0
14627,3561,2023-03-11,trial_conversion,Trial,Enterprise,299
14628,3562,2023-02-25,trial_start,,Pro,0
14629,3562,2023-03-11,trial_conversion,Trial,Pro,99
14630,3562,2023-07-18,downgrade,Pro,Basic,-70
14631,3562,2025-04-17,cancellation_request,Basic,Basic,0
14632,3562,2025-04-19,cancellation_processed,Basic,,-29
14633,3563,2023-02-25,trial_start,,Enterprise,0
14634,3563,2023-03-11,trial_conversion,Trial,Enterprise,299
14635,3563,2023-05-29,downgrade,Enterprise,Pro,-200
14636,3563,2024-06-13,cancellation_request,Pro,Pro,0
14637,3563,2024-06-22,cancellation_processed,Pro,,-99
14638,3564,2023-02-25,trial_start,,Basic,0
14639,3564,2023-03-11,trial_conversion,Trial,Basic,29
14640,3564,2023-06-08,cancellation_request,Basic,Basic,0
14641,3564,2023-06-17,cancellation_processed,Basic,,-29
14642,3565,2023-02-25,trial_start,,Enterprise,0
14643,3565,2023-03-11,trial_conversion,Trial,Enterprise,299
14644,3565,2023-06-11,cancellation_request,Enterprise,Enterprise,0
14645,3565,2023-06-24,cancellation_processed,Enterprise,,-299
14646,3566,2023-02-25,trial_start,,Basic,0
14647,3566,2023-03-11,trial_conversion,Trial,Basic,29
14648,3566,2023-07-18,upgrade,Basic,Pro,70
14649,3566,2025-12-21,cancellation_request,Pro,Pro,0
14650,3566,2025-12-27,cancellation_processed,Pro,,-99
14651,3567,2023-02-25,trial_start,,Basic,0
14652,3567,2023-02-25,cancellation_processed,Basic,,0
14653,3568,2023-02-25,trial_start,,Basic,0
14654,3568,2023-03-11,trial_conversion,Trial,Basic,29
14655,3568,2023-12-30,upgrade,Basic,Pro,70
14656,3568,2024-05-20,cancellation_request,Pro,Pro,0
14657,3568,2024-05-25,cancellation_processed,Pro,,-99
14658,3569,2023-02-25,trial_start,,Basic,0
14659,3569,2023-03-11,trial_conversion,Trial,Basic,29
14660,3569,2024-05-08,cancellation_request,Basic,Basic,0
14661,3569,2024-05-11,cancellation_processed,Basic,,-29
14662,3570,2023-02-25,trial_start,,Basic,0
14663,3570,2023-03-11,trial_conversion,Trial,Basic,29
14664,3570,2024-02-02,cancellation_request,Basic,Basic,0
14665,3570,2024-02-10,cancellation_processed,Basic,,-29
14666,3571,2023-02-25,trial_start,,Basic,0
14667,3571,2023-03-11,trial_conversion,Trial,Basic,29
14668,3572,2023-03-04,trial_start,,Pro,0
14669,3572,2023-03-18,trial_conversion,Trial,Pro,99
14670,3572,2023-03-18,cancellation_request,Pro,Pro,0
14671,3572,2023-04-01,cancellation_processed,Pro,,-99
14672,3573,2023-03-04,trial_start,,Pro,0
14673,3573,2023-03-18,trial_conversion,Trial,Pro,99
14674,3573,2023-05-15,downgrade,Pro,Basic,-70
14675,3573,2023-09-24,cancellation_request,Basic,Basic,0
14676,3573,2023-09-30,cancellation_processed,Basic,,-29
14677,3574,2023-03-04,trial_start,,Basic,0
14678,3574,2023-03-18,trial_conversion,Trial,Basic,29
14679,3574,2023-06-12,cancellation_request,Basic,Basic,0
14680,3574,2023-06-17,cancellation_processed,Basic,,-29
14681,3575,2023-03-04,trial_start,,Basic,0
14682,3575,2023-03-18,trial_conversion,Trial,Basic,29
14683,3575,2023-07-23,cancellation_request,Basic,Basic,0
14684,3575,2023-07-29,cancellation_processed,Basic,,-29
14685,3576,2023-03-04,trial_start,,Pro,0
14686,3576,2023-03-18,trial_conversion,Trial,Pro,99
