ticket_id,customer_id,creation_date,resolution_date,status,priority,issue_type,channel
6719,5634,2024-04-22,,In Progress,Urgent,Password Reset,Chat
6720,5635,2023-11-17,2023-11-22,Closed,Low,Password Reset,Forum
6721,5636,2023-11-01,2023-11-05,Resolved,Low,How-to Question,Phone
6722,5636,2023-12-03,2023-12-04,Closed,Urgent,Technical Glitch,Email
6723,5638,2024-05-07,,Open,Medium,How-to Question,Forum
6724,5641,2023-09-07,,In Progress,Low,How-to Question,Chat
6725,5641,2023-09-26,,Open,Urgent,Bug Report,Phone
6726,5643,2024-05-30,,Open,Low,Billing Inquiry,Email
6727,5644,2023-09-09,,Pending Customer Response,Urgent,Bug Report,Forum
6728,5645,2023-11-11,,In Progress,Urgent,Password Reset,Phone
6729,5646,2024-10-13,2024-10-20,Closed,Medium,How-to Question,Chat
6730,5647,2023-09-24,2023-09-28,Resolved,Medium,How-to Question,Forum
6731,5648,2024-01-06,,In Progress,High,Password Reset,Chat
6732,5648,2024-04-01,2024-04-05,Resolved,Medium,Technical Glitch,Forum
6733,5649,2023-10-11,,Pending Customer Response,High,Feature Request,Email
6734,5650,2024-10-29,2024-10-31,Resolved,Low,Password Reset,Phone
6735,5651,2023-09-18,2023-09-20,Closed,Low,Bug Report,Email
6736,5651,2023-12-31,2024-01-03,Resolved,Urgent,Password Reset,Phone
6737,5653,2023-09-05,2023-09-11,Closed,High,Feature Request,Chat
6738,5653,2023-10-15,2023-10-16,Resolved,Medium,Bug Report,Chat
6739,5653,2023-09-14,,In Progress,Low,Technical Glitch,Phone
6740,5655,2023-09-27,,In Progress,Medium,Billing Inquiry,Forum
6741,5655,2023-10-07,,In Progress,Low,Password Reset,Chat
6742,5655,2023-10-02,2023-10-05,Closed,Medium,Billing Inquiry,Forum
6743,5657,2023-08-29,2023-09-01,Closed,Medium,How-to Question,Forum
6744,5658,2024-01-11,,In Progress,Low,Password Reset,Phone
6745,5658,2024-03-10,2024-03-16,Closed,High,How-to Question,Chat
6746,5658,2023-11-09,2023-11-10,Resolved,Urgent,Billing Inquiry,Forum
6747,5658,2024-03-14,,In Progress,Low,How-to Question,Email
6748,5659,2024-03-24,,Pending Customer Response,Urgent,Bug Report,Forum
6749,5659,2024-03-05,2024-03-11,Closed,High,Password Reset,Email
6750,5659,2023-09-06,,In Progress,Low,Billing Inquiry,Phone
6751,5660,2023-09-11,,Pending Customer Response,Low,How-to Question,Chat
6752,5663,2024-05-02,2024-05-04,Resolved,Urgent,Password Reset,Email
6753,5665,2023-10-11,,Open,Urgent,Password Reset,Phone
6754,5666,2023-10-28,,Open,Urgent,Billing Inquiry,Phone
6755,5667,2024-07-19,,Pending Customer Response,Low,How-to Question,Phone
6756,5670,2024-10-24,2024-10-28,Closed,High,How-to Question,Forum
6757,5670,2024-01-29,,In Progress,Urgent,Technical Glitch,Forum
6758,5672,2023-09-20,,Pending Customer Response,Medium,Password Reset,Forum
6759,5673,2024-02-11,,In Progress,Medium,Technical Glitch,Phone
6760,5674,2024-05-13,,Pending Customer Response,Urgent,Feature Request,Forum
6761,5675,2023-12-09,,In Progress,Medium,Billing Inquiry,Chat
6762,5677,2023-09-10,2023-09-15,Closed,Medium,Password Reset,Forum
6763,5677,2023-09-16,2023-09-18,Closed,Low,Billing Inquiry,Email
6764,5679,2023-10-05,2023-10-06,Closed,High,Password Reset,Phone
6765,5679,2024-02-08,,In Progress,High,Bug Report,Phone
6766,5680,2024-04-20,,Open,Medium,Technical Glitch,Chat
6767,5680,2023-10-25,,Pending Customer Response,High,Billing Inquiry,Phone
6768,5681,2023-12-17,2023-12-17,Closed,Low,Bug Report,Forum
6769,5681,2024-04-23,2024-04-27,Resolved,Urgent,Feature Request,Forum
6770,5682,2023-09-28,,In Progress,Urgent,Billing Inquiry,Email
6771,5683,2023-09-16,,Open,Urgent,How-to Question,Email
6772,5685,2024-12-09,,In Progress,Urgent,Bug Report,Phone
6773,5687,2023-11-07,2023-11-09,Closed,Medium,Feature Request,Chat
6774,5687,2024-03-01,,Open,Urgent,Password Reset,Forum
6775,5688,2023-12-22,2023-12-23,Closed,Low,Feature Request,Email
6776,5688,2024-05-15,,Open,High,Password Reset,Chat
6777,5690,2023-09-03,,In Progress,Low,Billing Inquiry,Email
6778,5690,2023-11-02,,In Progress,Medium,Password Reset,Phone
6779,5692,2023-10-01,2023-10-01,Closed,Medium,How-to Question,Email
6780,5692,2023-10-14,,Open,Urgent,Technical Glitch,Email
6781,5693,2024-12-23,,Open,Medium,Technical Glitch,Chat
6782,5694,2023-11-14,,In Progress,Medium,Bug Report,Phone
6783,5695,2024-12-02,,In Progress,Low,Technical Glitch,Chat
6784,5695,2025-12-07,2025-12-13,Resolved,Urgent,Password Reset,Phone
6785,5695,2025-05-15,2025-05-15,Closed,Low,How-to Question,Forum
6786,5695,2023-12-27,2024-01-01,Resolved,Urgent,How-to Question,Chat
6787,5695,2025-08-17,,In Progress,Medium,Feature Request,Phone
6788,5696,2024-01-17,,In Progress,High,Bug Report,Forum
6789,5696,2024-02-17,,In Progress,Medium,Feature Request,Chat
6790,5696,2024-01-14,2024-01-19,Closed,High,Billing Inquiry,Chat
6791,5697,2023-10-10,2023-10-11,Closed,High,Feature Request,Forum
6792,5698,2023-12-10,2023-12-16,Closed,Medium,Password Reset,Phone
6793,5699,2023-09-14,2023-09-15,Closed,Medium,Bug Report,Forum
6794,5699,2023-09-20,2023-09-20,Closed,Medium,Billing Inquiry,Email
6795,5699,2023-09-25,2023-09-30,Closed,High,Bug Report,Forum
6796,5702,2024-09-07,2024-09-12,Resolved,High,Feature Request,Forum
6797,5702,2024-10-25,2024-10-31,Closed,Urgent,How-to Question,Email
6798,5705,2023-09-24,,In Progress,Medium,Feature Request,Email
6799,5706,2024-12-15,2024-12-16,Resolved,High,Technical Glitch,Forum
6800,5707,2023-11-20,2023-11-20,Resolved,Medium,Feature Request,Email
6801,5707,2023-10-13,2023-10-13,Closed,High,Billing Inquiry,Chat
6802,5710,2023-10-06,2023-10-07,Resolved,Medium,How-to Question,Chat
6803,5710,2023-09-19,,In Progress,Urgent,Billing Inquiry,Forum
6804,5711,2024-02-24,2024-02-25,Closed,Urgent,Password Reset,Chat
6805,5712,2024-03-10,,In Progress,Urgent,Billing Inquiry,Phone
6806,5712,2024-09-10,2024-09-10,Closed,Medium,Technical Glitch,Forum
6807,5712,2024-04-27,,Pending Customer Response,Medium,How-to Question,Phone
6808,5713,2023-12-16,,In Progress,High,Technical Glitch,Forum
6809,5713,2023-10-31,,In Progress,High,Password Reset,Chat
6810,5714,2024-02-25,2024-02-28,Closed,Low,Technical Glitch,Email
6811,5715,2023-10-17,,Pending Customer Response,Low,Password Reset,Forum
6812,5715,2023-09-13,,Pending Customer Response,High,Bug Report,Forum
6813,5716,2023-12-06,2023-12-08,Resolved,Urgent,Feature Request,Email
6814,5717,2023-10-31,,In Progress,Low,How-to Question,Chat
6815,5718,2023-10-10,2023-10-11,Resolved,Urgent,Billing Inquiry,Phone
6816,5719,2023-11-04,2023-11-10,Resolved,Urgent,Password Reset,Email
6817,5721,2023-12-06,,In Progress,Low,Billing Inquiry,Email
6818,5721,2024-10-17,2024-10-18,Closed,High,Technical Glitch,Chat
6819,5721,2024-10-25,,Open,Low,Bug Report,Forum
6820,5722,2024-09-25,2024-10-01,Closed,High,Bug Report,Phone
6821,5722,2023-10-31,2023-11-02,Closed,Low,Billing Inquiry,Chat
6822,5723,2023-11-29,,Pending Customer Response,High,Technical Glitch,Chat
6823,5726,2023-09-16,,Pending Customer Response,Low,Billing Inquiry,Chat
6824,5727,2023-10-29,2023-10-30,Closed,Low,Technical Glitch,Forum
6825,5727,2023-11-02,,In Progress,Urgent,Bug Report,Chat
6826,5727,2023-11-30,,In Progress,Low,Password Reset,Email
6827,5728,2023-10-10,2023-10-16,Resolved,Urgent,Billing Inquiry,Chat
6828,5729,2023-12-01,2023-12-03,Resolved,Medium,How-to Question,Email
6829,5730,2023-09-18,,Open,High,Technical Glitch,Email
6830,5731,2023-11-13,2023-11-13,Resolved,Urgent,Password Reset,Email
6831,5732,2023-10-02,,Pending Customer Response,Low,Technical Glitch,Chat
6832,5732,2023-10-20,,In Progress,High,Technical Glitch,Phone
6833,5732,2023-12-15,,Open,Urgent,Feature Request,Email
6834,5732,2023-11-23,,In Progress,Urgent,Password Reset,Email
6835,5733,2023-10-25,2023-10-27,Resolved,Low,Bug Report,Email
6836,5733,2023-12-28,,Pending Customer Response,Urgent,Feature Request,Email
6837,5734,2023-11-18,2023-11-22,Resolved,Urgent,Billing Inquiry,Forum
6838,5737,2025-11-15,2025-11-18,Resolved,Medium,Password Reset,Chat
6839,5737,2024-05-05,2024-05-10,Resolved,Urgent,Password Reset,Email
6840,5738,2023-10-08,,In Progress,Medium,Billing Inquiry,Forum
6841,5739,2023-11-09,2023-11-09,Closed,High,Technical Glitch,Email
6842,5741,2023-12-25,,In Progress,Low,Bug Report,Chat
6843,5741,2024-10-15,,Open,Urgent,Feature Request,Email
6844,5741,2024-01-11,2024-01-13,Closed,Urgent,Password Reset,Forum
6845,5742,2025-06-02,,In Progress,Medium,Password Reset,Chat
6846,5744,2023-10-14,,Pending Customer Response,Medium,Billing Inquiry,Phone
6847,5745,2024-06-17,,Open,High,Billing Inquiry,Phone
6848,5747,2023-09-16,2023-09-19,Closed,Urgent,Feature Request,Chat
6849,5747,2023-09-18,,Open,Urgent,Billing Inquiry,Forum
6850,5748,2023-11-18,2023-11-21,Closed,High,How-to Question,Phone
6851,5748,2024-01-29,,In Progress,Urgent,How-to Question,Phone
6852,5749,2023-12-23,2023-12-23,Closed,Low,Technical Glitch,Chat
6853,5749,2023-11-11,,Open,Low,Feature Request,Email
6854,5750,2023-10-22,,Pending Customer Response,High,Billing Inquiry,Forum
6855,5750,2023-09-17,,Open,High,Technical Glitch,Email
6856,5750,2023-11-02,,In Progress,Low,How-to Question,Chat
6857,5750,2023-10-05,2023-10-05,Resolved,Low,How-to Question,Email
6858,5751,2024-05-13,,In Progress,Medium,Technical Glitch,Email
6859,5751,2023-10-05,2023-10-11,Resolved,Medium,Billing Inquiry,Forum
6860,5752,2024-10-12,,Pending Customer Response,High,Bug Report,Chat
6861,5752,2024-11-24,,Open,Low,Bug Report,Phone
6862,5753,2023-09-18,,In Progress,Urgent,Feature Request,Chat
6863,5754,2024-09-28,2024-10-03,Resolved,Urgent,Billing Inquiry,Phone
6864,5755,2023-10-17,,In Progress,Urgent,Bug Report,Forum
6865,5755,2023-09-17,,In Progress,Urgent,Bug Report,Forum
6866,5758,2024-02-01,,Pending Customer Response,Low,How-to Question,Email
6867,5759,2024-04-21,2024-04-26,Closed,Medium,Feature Request,Email
6868,5759,2023-12-13,2023-12-17,Closed,Low,Technical Glitch,Email
6869,5761,2024-07-31,,Open,Urgent,Billing Inquiry,Email
6870,5762,2024-03-01,2024-03-05,Resolved,Low,Technical Glitch,Chat
6871,5762,2024-11-11,2024-11-16,Resolved,Low,Password Reset,Email
6872,5762,2024-06-24,2024-06-26,Resolved,High,How-to Question,Forum
6873,5763,2024-05-01,2024-05-04,Closed,Urgent,Password Reset,Forum
6874,5765,2023-12-28,2024-01-04,Resolved,Medium,Password Reset,Email
6875,5765,2023-10-07,2023-10-08,Resolved,Low,Billing Inquiry,Phone
6876,5767,2023-10-04,,In Progress,Low,Bug Report,Forum
6877,5769,2024-01-25,,Open,High,How-to Question,Email
6878,5769,2023-12-01,2023-12-08,Resolved,Low,How-to Question,Chat
6879,5771,2024-08-13,,Pending Customer Response,Medium,Feature Request,Forum
6880,5771,2024-04-04,,Open,High,Billing Inquiry,Forum
6881,5773,2025-11-11,2025-11-14,Resolved,Medium,Feature Request,Phone
6882,5773,2025-01-23,,In Progress,High,Technical Glitch,Chat
6883,5773,2024-08-01,,Pending Customer Response,Urgent,Bug Report,Forum
6884,5775,2023-10-21,2023-10-26,Resolved,Low,Feature Request,Chat
6885,5777,2024-06-17,2024-06-18,Closed,High,Password Reset,Email
6886,5778,2024-11-19,,Pending Customer Response,Medium,Feature Request,Phone
6887,5779,2023-12-28,2023-12-31,Closed,Urgent,How-to Question,Phone
6888,5779,2024-03-15,,In Progress,Low,Technical Glitch,Email
6889,5782,2024-05-10,,In Progress,Urgent,Password Reset,Phone
6890,5783,2023-12-22,2023-12-29,Resolved,Medium,How-to Question,Chat
6891,5783,2023-11-16,,In Progress,High,How-to Question,Forum
6892,5784,2024-04-07,,Pending Customer Response,Low,Technical Glitch,Email
6893,5785,2023-09-25,,Pending Customer Response,Medium,Billing Inquiry,Email
6894,5785,2023-09-26,,Pending Customer Response,Low,Password Reset,Chat
6895,5785,2023-09-27,2023-10-03,Resolved,Urgent,Feature Request,Phone
6896,5786,2024-10-12,,In Progress,Low,Bug Report,Phone
6897,5786,2023-11-07,2023-11-13,Resolved,Medium,Technical Glitch,Email
6898,5786,2024-07-18,,In Progress,High,Feature Request,Forum
6899,5787,2024-01-26,,Pending Customer Response,Urgent,How-to Question,Phone
6900,5788,2023-11-22,,Pending Customer Response,Medium,Bug Report,Email
6901,5790,2023-11-12,,In Progress,Urgent,Bug Report,Chat
6902,5790,2023-10-09,2023-10-15,Resolved,High,Feature Request,Phone
6903,5791,2024-05-18,,Open,Urgent,Billing Inquiry,Forum
6904,5792,2024-02-20,2024-02-20,Closed,Low,Bug Report,Email
6905,5792,2024-01-24,,In Progress,Urgent,Technical Glitch,Email
6906,5793,2023-11-22,,In Progress,Low,Technical Glitch,Phone
6907,5793,2023-10-10,2023-10-13,Resolved,Urgent,Feature Request,Phone
6908,5793,2023-11-17,2023-11-17,Closed,Urgent,Bug Report,Phone
6909,5795,2024-02-19,,Open,Medium,Feature Request,Phone
6910,5796,2023-10-16,2023-10-17,Resolved,Low,How-to Question,Chat
6911,5797,2024-04-18,,Open,Urgent,Bug Report,Phone
6912,5797,2023-12-06,,Pending Customer Response,Medium,How-to Question,Phone
6913,5798,2023-11-07,,Open,High,Technical Glitch,Chat
6914,5799,2023-10-04,,Pending Customer Response,High,Bug Report,Phone
6915,5800,2024-02-19,,Pending Customer Response,Medium,Technical Glitch,Chat
6916,5800,2024-05-15,,Open,Low,Technical Glitch,Forum
6917,5804,2024-11-11,,In Progress,Medium,Feature Request,Phone
6918,5805,2023-11-05,,In Progress,High,Bug Report,Phone
6919,5806,2023-11-17,,Open,High,Password Reset,Email
6920,5806,2024-06-01,,Open,Low,How-to Question,Email
6921,5807,2023-10-15,,Pending Customer Response,Urgent,Bug Report,Phone
6922,5808,2023-10-07,,In Progress,Low,Billing Inquiry,Chat
6923,5808,2023-10-10,,Open,High,Feature Request,Chat
6924,5809,2023-10-12,2023-10-18,Resolved,High,Bug Report,Forum
6925,5810,2024-12-01,,Open,Urgent,Feature Request,Chat
6926,5811,2024-09-01,2024-09-05,Resolved,High,Bug Report,Chat
6927,5812,2023-10-11,,In Progress,High,Technical Glitch,Chat
6928,5813,2023-09-30,,Open,Urgent,Technical Glitch,Email
6929,5814,2023-12-25,,In Progress,Urgent,Feature Request,Phone
6930,5816,2023-10-08,2023-10-08,Closed,High,Billing Inquiry,Email
6931,5817,2024-03-26,,Pending Customer Response,High,Password Reset,Forum
6932,5817,2023-10-16,2023-10-17,Closed,High,Feature Request,Email
6933,5818,2023-11-01,,Pending Customer Response,Low,Password Reset,Phone
6934,5819,2024-02-04,,In Progress,High,Bug Report,Email
6935,5819,2024-08-10,2024-08-13,Resolved,Medium,Billing Inquiry,Email
6936,5819,2023-12-29,,In Progress,Low,Billing Inquiry,Chat
6937,5820,2023-10-02,,Pending Customer Response,Medium,Technical Glitch,Email
6938,5821,2023-12-15,,In Progress,Low,Bug Report,Forum
6939,5821,2024-06-28,,Pending Customer Response,Low,Password Reset,Chat
6940,5822,2024-01-02,2024-01-06,Resolved,Low,Bug Report,Forum
6941,5823,2024-11-15,,In Progress,Medium,Feature Request,Chat
6942,5824,2024-06-21,2024-06-23,Closed,Low,Technical Glitch,Chat
6943,5825,2023-11-12,,Pending Customer Response,High,Password Reset,Phone
6944,5825,2023-11-08,2023-11-14,Closed,Urgent,Feature Request,Forum
6945,5826,2024-10-23,,Pending Customer Response,Low,Password Reset,Chat
6946,5826,2024-11-30,,In Progress,High,Password Reset,Phone
6947,5828,2023-10-31,2023-11-01,Closed,High,Password Reset,Phone
6948,5828,2023-10-09,,In Progress,Urgent,Password Reset,Email
6949,5828,2023-10-09,2023-10-10,Closed,High,Billing Inquiry,Chat
6950,5830,2023-10-25,,In Progress,High,How-to Question,Email
6951,5830,2023-12-05,,Pending Customer Response,Urgent,Billing Inquiry,Email
6952,5830,2023-11-06,,Pending Customer Response,Low,Bug Report,Email
6953,5831,2023-12-08,,In Progress,High,Feature Request,Email
6954,5832,2024-04-13,,Open,Medium,Password Reset,Email
6955,5833,2023-10-26,2023-10-29,Closed,High,Feature Request,Email
6956,5834,2024-03-26,,Open,Low,Password Reset,Forum
6957,5834,2023-12-28,2023-12-28,Closed,Medium,Bug Report,Email
6958,5835,2024-03-21,2024-03-25,Resolved,Medium,Bug Report,Phone
6959,5835,2024-02-24,2024-02-26,Resolved,Low,Password Reset,Email
6960,5836,2024-04-26,,Open,High,How-to Question,Chat
6961,5836,2024-08-06,2024-08-10,Closed,High,Feature Request,Chat
6962,5836,2024-09-02,2024-09-09,Resolved,Medium,Technical Glitch,Forum
6963,5836,2024-05-07,2024-05-10,Closed,High,Technical Glitch,Phone
6964,5836,2024-12-25,2024-12-25,Closed,Urgent,How-to Question,Email
6965,5837,2024-06-18,2024-06-19,Resolved,High,Technical Glitch,Forum
6966,5837,2023-12-20,,In Progress,Low,Feature Request,Phone
6967,5837,2024-02-23,,In Progress,Medium,Billing Inquiry,Chat
6968,5838,2024-06-24,2024-06-24,Closed,Urgent,Password Reset,Email
6969,5840,2023-11-06,,In Progress,Urgent,How-to Question,Phone
6970,5840,2024-03-31,,In Progress,Medium,Bug Report,Phone
6971,5840,2023-10-09,2023-10-13,Closed,High,Technical Glitch,Chat
6972,5841,2024-08-30,,In Progress,High,Billing Inquiry,Chat
6973,5841,2024-12-01,2024-12-02,Resolved,Medium,Technical Glitch,Chat
6974,5842,2024-04-28,2024-04-28,Resolved,High,Billing Inquiry,Email
6975,5842,2024-03-24,2024-03-31,Closed,Urgent,Password Reset,Chat
6976,5843,2023-10-10,2023-10-10,Resolved,Medium,Feature Request,Email
6977,5845,2024-12-10,,In Progress,Urgent,Bug Report,Chat
6978,5845,2024-05-20,2024-05-25,Resolved,Urgent,Technical Glitch,Phone
6979,5846,2024-03-25,,Pending Customer Response,Medium,How-to Question,Email
6980,5846,2024-10-04,2024-10-08,Resolved,Urgent,Bug Report,Email
6981,5847,2023-12-19,,Open,Urgent,Feature Request,Email
6982,5847,2024-03-24,,In Progress,Urgent,Bug Report,Phone
6983,5848,2023-10-18,,Pending Customer Response,Medium,Technical Glitch,Email
6984,5848,2024-02-17,,Open,High,Password Reset,Email
6985,5848,2023-10-23,2023-10-24,Resolved,Medium,Billing Inquiry,Forum
6986,5849,2024-02-29,2024-03-03,Closed,Low,Technical Glitch,Email
6987,5850,2024-01-09,,Pending Customer Response,Medium,Password Reset,Chat
6988,5851,2023-10-13,,Open,Urgent,Feature Request,Chat
6989,5851,2023-11-10,,Pending Customer Response,Low,Bug Report,Forum
6990,5852,2023-10-07,2023-10-14,Closed,High,Password Reset,Chat
6991,5853,2024-02-17,,Pending Customer Response,High,Billing Inquiry,Chat
6992,5854,2023-10-10,,In Progress,Urgent,Bug Report,Email
6993,5855,2024-06-11,2024-06-14,Closed,Medium,Bug Report,Phone
6994,5855,2024-12-10,,Open,Low,Password Reset,Forum
6995,5857,2023-10-23,,In Progress,Medium,Password Reset,Phone
6996,5858,2024-01-03,,Open,Low,Technical Glitch,Forum
6997,5860,2023-10-14,2023-10-21,Closed,Low,Billing Inquiry,Phone
6998,5862,2024-02-21,2024-02-26,Resolved,Low,Technical Glitch,Phone
6999,5862,2024-02-29,2024-03-01,Resolved,Medium,Billing Inquiry,Email
7000,5864,2024-01-05,2024-01-12,Closed,High,Technical Glitch,Phone
7001,5865,2023-11-08,,In Progress,Medium,Billing Inquiry,Email
7002,5866,2024-05-22,,In Progress,Medium,Billing Inquiry,Chat
7003,5867,2023-12-15,2023-12-17,Resolved,Urgent,Technical Glitch,Chat
7004,5867,2024-02-18,,Open,High,Billing Inquiry,Chat
7005,5867,2024-03-10,,Pending Customer Response,High,Feature Request,Chat
7006,5869,2023-12-24,,In Progress,Urgent,How-to Question,Email
7007,5870,2024-02-04,2024-02-11,Closed,Low,Feature Request,Forum
7008,5872,2023-11-13,,In Progress,Medium,Billing Inquiry,Email
7009,5873,2024-09-23,,Open,Medium,Billing Inquiry,Chat
7010,5874,2023-10-16,,Pending Customer Response,Low,Password Reset,Phone
7011,5874,2023-10-17,,In Progress,Medium,Feature Request,Email
7012,5875,2023-12-07,2023-12-11,Resolved,Urgent,Technical Glitch,Forum
7013,5875,2024-03-07,2024-03-11,Closed,Medium,Bug Report,Email
7014,5876,2024-05-20,,Open,Urgent,Feature Request,Email
7015,5877,2023-10-23,,Open,Medium,Technical Glitch,Phone
7016,5877,2023-11-20,2023-11-22,Resolved,Medium,Technical Glitch,Email
7017,5880,2024-04-08,2024-04-09,Closed,Medium,Feature Request,Forum
7018,5880,2024-07-31,2024-08-06,Closed,High,Bug Report,Forum
7019,5881,2023-12-05,2023-12-08,Closed,Low,Password Reset,Email
7020,5881,2023-12-14,2023-12-21,Resolved,Urgent,Feature Request,Phone
7021,5882,2024-06-11,2024-06-14,Resolved,Medium,Bug Report,Phone
7022,5882,2024-11-07,,In Progress,High,Technical Glitch,Email
7023,5882,2024-08-11,2024-08-16,Resolved,Low,Bug Report,Chat
7024,5883,2024-01-13,,In Progress,Urgent,Billing Inquiry,Forum
7025,5884,2024-08-17,2024-08-20,Closed,Urgent,Billing Inquiry,Email
7026,5885,2024-01-05,,Open,Medium,Feature Request,Phone
7027,5886,2025-10-30,2025-11-05,Resolved,Medium,How-to Question,Email
7028,5886,2024-04-18,2024-04-20,Closed,High,Password Reset,Phone
7029,5886,2025-08-06,,In Progress,Medium,Bug Report,Email
7030,5888,2023-11-21,,Pending Customer Response,Urgent,Password Reset,Chat
7031,5889,2024-04-27,2024-05-02,Resolved,Urgent,Feature Request,Email
7032,5891,2023-11-10,,In Progress,Medium,Password Reset,Email
7033,5891,2023-10-30,2023-11-01,Closed,High,Feature Request,Chat
7034,5892,2025-11-07,,Open,Urgent,How-to Question,Chat
7035,5892,2024-11-26,2024-11-28,Closed,Medium,How-to Question,Forum
7036,5894,2024-02-08,,In Progress,Medium,Password Reset,Phone
7037,5894,2024-03-06,,Open,Low,Bug Report,Phone
7038,5895,2024-12-05,,In Progress,Medium,Billing Inquiry,Phone
7039,5896,2024-03-31,,Open,Urgent,Billing Inquiry,Email
7040,5896,2024-03-21,2024-03-21,Closed,High,How-to Question,Forum
7041,5897,2024-01-24,,In Progress,High,How-to Question,Chat
7042,5898,2024-12-28,,Pending Customer Response,Low,Technical Glitch,Phone
7043,5898,2024-09-13,,Open,Medium,Password Reset,Forum
7044,5899,2024-03-19,,Open,Medium,Password Reset,Phone
7045,5900,2024-02-08,,In Progress,High,How-to Question,Phone
7046,5900,2024-12-20,,Open,Low,Feature Request,Forum
7047,5900,2024-04-30,,In Progress,Low,Feature Request,Email
7048,5901,2023-12-13,,In Progress,High,Billing Inquiry,Phone
7049,5902,2023-12-15,,In Progress,Low,Password Reset,Phone
7050,5902,2024-10-27,2024-11-02,Closed,Medium,Password Reset,Phone
7051,5902,2023-12-19,2023-12-23,Closed,Low,How-to Question,Forum
7052,5904,2023-11-16,,In Progress,Low,Technical Glitch,Phone
7053,5904,2023-12-01,,Open,High,Feature Request,Forum
7054,5906,2024-02-14,2024-02-17,Closed,High,Technical Glitch,Forum
7055,5906,2023-11-11,2023-11-14,Closed,Urgent,Billing Inquiry,Phone
7056,5906,2023-12-11,,Open,Medium,Password Reset,Chat
7057,5906,2024-01-03,2024-01-06,Closed,Low,Bug Report,Chat
7058,5907,2023-12-01,,Open,High,Feature Request,Chat
7059,5908,2023-12-24,2023-12-26,Closed,Low,Password Reset,Phone
7060,5909,2023-11-02,,Open,Medium,How-to Question,Email
7061,5911,2024-04-01,,Pending Customer Response,High,How-to Question,Chat
7062,5914,2023-10-31,2023-11-07,Closed,Low,Billing Inquiry,Forum
7063,5915,2023-12-01,2023-12-03,Closed,Urgent,Technical Glitch,Email
7064,5916,2023-11-17,,Open,Medium,Technical Glitch,Phone
7065,5916,2024-01-12,2024-01-15,Resolved,Medium,How-to Question,Phone
7066,5916,2024-11-18,2024-11-24,Resolved,Low,Bug Report,Forum
7067,5917,2024-02-12,,In Progress,Medium,How-to Question,Phone
7068,5918,2025-04-11,,In Progress,Medium,Password Reset,Email
7069,5919,2024-03-08,,Pending Customer Response,Medium,How-to Question,Phone
7070,5921,2023-11-23,2023-11-24,Resolved,Urgent,Feature Request,Forum
7071,5921,2023-11-10,,Pending Customer Response,Medium,Bug Report,Chat
7072,5921,2023-11-14,,In Progress,Medium,Bug Report,Email
7073,5922,2024-07-08,,Open,Medium,Feature Request,Email
7074,5922,2024-03-12,2024-03-15,Resolved,Urgent,Billing Inquiry,Phone
7075,5926,2023-11-10,2023-11-11,Closed,Urgent,Feature Request,Email
7076,5927,2023-11-05,2023-11-12,Closed,Low,Bug Report,Chat
7077,5927,2023-11-01,2023-11-02,Resolved,Low,Technical Glitch,Forum
7078,5928,2024-08-15,,In Progress,Urgent,Bug Report,Forum
7079,5929,2024-04-30,2024-05-06,Closed,Low,Billing Inquiry,Phone
7080,5929,2024-05-09,,In Progress,High,Technical Glitch,Chat
7081,5930,2024-05-17,2024-05-20,Resolved,High,Bug Report,Forum
7082,5930,2024-02-14,,Pending Customer Response,High,Technical Glitch,Chat
7083,5930,2024-01-15,2024-01-21,Resolved,Medium,Bug Report,Phone
7084,5932,2023-11-10,,In Progress,Urgent,Password Reset,Forum
7085,5932,2023-10-31,2023-11-04,Closed,High,Bug Report,Email
7086,5933,2023-11-29,,Pending Customer Response,Low,Password Reset,Email
7087,5935,2024-09-03,,Pending Customer Response,Low,Feature Request,Phone
7088,5936,2024-04-17,2024-04-22,Closed,Urgent,Feature Request,Email
7089,5938,2024-03-12,,Open,Urgent,How-to Question,Email
7090,5939,2023-11-07,2023-11-07,Closed,Low,Password Reset,Phone
7091,5939,2023-11-12,,In Progress,Urgent,How-to Question,Forum
7092,5940,2024-01-12,,In Progress,Medium,Password Reset,Phone
7093,5941,2024-01-04,2024-01-08,Closed,High,Bug Report,Chat
7094,5942,2024-01-28,,In Progress,Urgent,How-to Question,Chat
7095,5943,2024-01-13,2024-01-14,Resolved,Medium,Bug Report,Forum
7096,5943,2023-12-13,2023-12-14,Closed,Low,Feature Request,Phone
7097,5943,2023-11-11,,In Progress,High,Billing Inquiry,Forum
7098,5943,2023-11-13,2023-11-20,Closed,Medium,Billing Inquiry,Email
7099,5945,2023-11-04,2023-11-10,Closed,High,Billing Inquiry,Forum
7100,5947,2023-11-15,,In Progress,High,Bug Report,Chat
7101,5948,2024-09-03,,In Progress,Medium,Billing Inquiry,Email
7102,5950,2023-11-06,2023-11-11,Closed,Urgent,Technical Glitch,Chat
7103,5951,2023-11-16,,Pending Customer Response,High,Billing Inquiry,Email
7104,5952,2024-01-03,,In Progress,Urgent,Technical Glitch,Chat
7105,5953,2024-01-09,2024-01-10,Closed,Low,Technical Glitch,Chat
7106,5954,2024-01-27,,In Progress,Medium,Technical Glitch,Email
7107,5954,2024-01-21,,Open,Low,How-to Question,Forum
7108,5955,2024-05-12,,Open,Medium,Billing Inquiry,Chat
7109,5955,2024-02-04,,In Progress,Low,How-to Question,Forum
